Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
E33007351,F,Rural,F3,Rural with mining or quarrying
E33007352,F,Rural,F4,Traditional countryside
E33007353,F,Rural,F2,Accessible countryside
E33007354,F,Rural,F4,Traditional countryside
E33007355,F,Rural,F3,Rural with mining or quarrying
E33007356,F,Rural,F3,Rural with mining or quarrying
E33007357,F,Rural,F2,Accessible countryside
E33007358,F,Rural,F3,Rural with mining or quarrying
E33007359,F,Rural,F4,Traditional countryside
E33007360,F,Rural,F3,Rural with mining or quarrying
E33007361,F,Rural,F3,Rural with mining or quarrying
E33007362,F,Rural,F4,Traditional countryside
E33007363,F,Rural,F2,Accessible countryside
E33007364,F,Rural,F2,Accessible countryside
E33007365,F,Rural,F3,Rural with mining or quarrying
E33007366,F,Rural,F3,Rural with mining or quarrying
E33007367,D,Suburban services,D1,Non-metropolitan suburban areas
E33007368,F,Rural,F3,Rural with mining or quarrying
E33007369,F,Rural,F2,Accessible countryside
E33007370,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007371,F,Rural,F3,Rural with mining or quarrying
E33007372,F,Rural,F3,Rural with mining or quarrying
E33007373,D,Suburban services,D2,Primarily residential suburbs
E33007374,F,Rural,F1,Town fringe countryside 
E33007375,D,Suburban services,D2,Primarily residential suburbs
E33007376,F,Rural,F3,Rural with mining or quarrying
E33007377,A,Retail,A1,Low density wholesale and retail
E33007378,D,Suburban services,D1,Non-metropolitan suburban areas
E33007379,F,Rural,F3,Rural with mining or quarrying
E33007380,D,Suburban services,D1,Non-metropolitan suburban areas
E33007381,F,Rural,F3,Rural with mining or quarrying
E33007382,F,Rural,F4,Traditional countryside
E33007383,F,Rural,F1,Town fringe countryside 
E33007384,D,Suburban services,D2,Primarily residential suburbs
E33007385,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007386,F,Rural,F4,Traditional countryside
E33007387,F,Rural,F3,Rural with mining or quarrying
E33007388,F,Rural,F3,Rural with mining or quarrying
E33007389,D,Suburban services,D1,Non-metropolitan suburban areas
E33007390,D,Suburban services,D2,Primarily residential suburbs
E33007391,F,Rural,F3,Rural with mining or quarrying
E33007392,D,Suburban services,D2,Primarily residential suburbs
E33007393,D,Suburban services,D1,Non-metropolitan suburban areas
E33007394,F,Rural,F1,Town fringe countryside 
E33007395,D,Suburban services,D2,Primarily residential suburbs
E33007396,F,Rural,F2,Accessible countryside
E33007397,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007398,A,Retail,A1,Low density wholesale and retail
E33007399,F,Rural,F4,Traditional countryside
E33007400,F,Rural,F4,Traditional countryside
E33007401,F,Rural,F3,Rural with mining or quarrying
E33007402,F,Rural,F3,Rural with mining or quarrying
E33007403,F,Rural,F1,Town fringe countryside 
E33007404,F,Rural,F3,Rural with mining or quarrying
E33007405,F,Rural,F4,Traditional countryside
E33007406,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007407,F,Rural,F4,Traditional countryside
E33007408,F,Rural,F3,Rural with mining or quarrying
E33007409,D,Suburban services,D1,Non-metropolitan suburban areas
E33007410,F,Rural,F1,Town fringe countryside 
E33007411,F,Rural,F4,Traditional countryside
E33007412,E,Manufacturing and distribution,E3,Business parks
E33007413,F,Rural,F4,Traditional countryside
E33007414,D,Suburban services,D2,Primarily residential suburbs
E33007415,G,Servants of society,G3,Large scale education
E33007416,D,Suburban services,D2,Primarily residential suburbs
E33007417,D,Suburban services,D1,Non-metropolitan suburban areas
E33007418,F,Rural,F3,Rural with mining or quarrying
E33007419,D,Suburban services,D1,Non-metropolitan suburban areas
E33007420,D,Suburban services,D1,Non-metropolitan suburban areas
E33007421,D,Suburban services,D1,Non-metropolitan suburban areas
E33007422,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007423,D,Suburban services,D1,Non-metropolitan suburban areas
E33007424,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007425,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33007426,D,Suburban services,D2,Primarily residential suburbs
E33007427,D,Suburban services,D1,Non-metropolitan suburban areas
E33007428,D,Suburban services,D1,Non-metropolitan suburban areas
E33007429,D,Suburban services,D1,Non-metropolitan suburban areas
E33007430,A,Retail,A6,"Eat, drink and be merry"
E33007431,D,Suburban services,D1,Non-metropolitan suburban areas
E33007432,F,Rural,F3,Rural with mining or quarrying
E33007433,E,Manufacturing and distribution,E2,Industrial units
E33007434,F,Rural,F3,Rural with mining or quarrying
E33007435,F,Rural,F3,Rural with mining or quarrying
E33007436,D,Suburban services,D1,Non-metropolitan suburban areas
E33007437,F,Rural,F2,Accessible countryside
E33007438,F,Rural,F1,Town fringe countryside 
E33007439,F,Rural,F3,Rural with mining or quarrying
E33007440,D,Suburban services,D2,Primarily residential suburbs
E33007441,C,Metro suburbs,C3,Metro suburban distribution industries
E33007442,G,Servants of society,G3,Large scale education
E33007443,A,Retail,A2,Market squares
E33007444,G,Servants of society,G3,Large scale education
E33007445,F,Rural,F4,Traditional countryside
E33007446,D,Suburban services,D1,Non-metropolitan suburban areas
E33007447,A,Retail,A2,Market squares
E33007448,D,Suburban services,D1,Non-metropolitan suburban areas
E33007449,A,Retail,A3,Multiethnic urban high streets
E33007450,D,Suburban services,D2,Primarily residential suburbs
E33007451,F,Rural,F3,Rural with mining or quarrying
E33007452,F,Rural,F4,Traditional countryside
E33007453,D,Suburban services,D1,Non-metropolitan suburban areas
E33007454,D,Suburban services,D2,Primarily residential suburbs
E33007455,F,Rural,F4,Traditional countryside
E33007456,D,Suburban services,D2,Primarily residential suburbs
E33007457,F,Rural,F2,Accessible countryside
E33007458,G,Servants of society,G1,Public administration and security
E33007459,F,Rural,F2,Accessible countryside
E33007460,F,Rural,F4,Traditional countryside
E33007461,F,Rural,F2,Accessible countryside
E33007462,G,Servants of society,G2,Healthcare and public administration
E33007463,F,Rural,F4,Traditional countryside
E33007464,F,Rural,F3,Rural with mining or quarrying
E33007465,F,Rural,F2,Accessible countryside
E33007466,F,Rural,F2,Accessible countryside
E33007467,F,Rural,F1,Town fringe countryside 
E33007468,F,Rural,F4,Traditional countryside
E33007469,F,Rural,F4,Traditional countryside
E33007470,F,Rural,F4,Traditional countryside
E33007471,F,Rural,F1,Town fringe countryside 
E33007472,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007473,F,Rural,F2,Accessible countryside
E33007474,D,Suburban services,D2,Primarily residential suburbs
E33007475,F,Rural,F4,Traditional countryside
E33007476,F,Rural,F1,Town fringe countryside 
E33007477,F,Rural,F2,Accessible countryside
E33007478,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007479,F,Rural,F2,Accessible countryside
E33007480,F,Rural,F4,Traditional countryside
E33007481,F,Rural,F3,Rural with mining or quarrying
E33007482,F,Rural,F4,Traditional countryside
E33007483,F,Rural,F3,Rural with mining or quarrying
E33007484,F,Rural,F2,Accessible countryside
E33007485,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007486,D,Suburban services,D1,Non-metropolitan suburban areas
E33007487,D,Suburban services,D1,Non-metropolitan suburban areas
E33007488,D,Suburban services,D2,Primarily residential suburbs
E33007489,F,Rural,F3,Rural with mining or quarrying
E33007490,F,Rural,F1,Town fringe countryside 
E33007491,G,Servants of society,G3,Large scale education
E33007492,F,Rural,F4,Traditional countryside
E33007493,F,Rural,F3,Rural with mining or quarrying
E33007494,F,Rural,F1,Town fringe countryside 
E33007495,F,Rural,F2,Accessible countryside
E33007496,D,Suburban services,D1,Non-metropolitan suburban areas
E33007497,D,Suburban services,D1,Non-metropolitan suburban areas
E33007498,D,Suburban services,D2,Primarily residential suburbs
E33007499,F,Rural,F3,Rural with mining or quarrying
E33007500,G,Servants of society,G3,Large scale education
E33007501,E,Manufacturing and distribution,E3,Business parks
E33007502,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007503,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007504,A,Retail,A2,Market squares
E33007505,D,Suburban services,D1,Non-metropolitan suburban areas
E33007506,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007507,D,Suburban services,D1,Non-metropolitan suburban areas
E33007508,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007509,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007510,D,Suburban services,D1,Non-metropolitan suburban areas
E33007511,D,Suburban services,D1,Non-metropolitan suburban areas
E33007512,D,Suburban services,D2,Primarily residential suburbs
E33007513,D,Suburban services,D1,Non-metropolitan suburban areas
E33007514,F,Rural,F3,Rural with mining or quarrying
E33007515,D,Suburban services,D2,Primarily residential suburbs
E33007516,D,Suburban services,D2,Primarily residential suburbs
E33007517,D,Suburban services,D1,Non-metropolitan suburban areas
E33007518,D,Suburban services,D1,Non-metropolitan suburban areas
E33007519,G,Servants of society,G2,Healthcare and public administration
E33007520,A,Retail,A1,Low density wholesale and retail
E33007521,A,Retail,A1,Low density wholesale and retail
E33007522,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007523,D,Suburban services,D1,Non-metropolitan suburban areas
E33007524,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33007525,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33007526,A,Retail,A1,Low density wholesale and retail
E33007527,D,Suburban services,D1,Non-metropolitan suburban areas
E33007528,D,Suburban services,D2,Primarily residential suburbs
E33007529,D,Suburban services,D1,Non-metropolitan suburban areas
E33007530,G,Servants of society,G1,Public administration and security
E33007531,D,Suburban services,D2,Primarily residential suburbs
E33007532,D,Suburban services,D1,Non-metropolitan suburban areas
E33007533,D,Suburban services,D1,Non-metropolitan suburban areas
E33007534,F,Rural,F3,Rural with mining or quarrying
E33007535,G,Servants of society,G3,Large scale education
E33007536,D,Suburban services,D2,Primarily residential suburbs
E33007537,D,Suburban services,D2,Primarily residential suburbs
E33007538,F,Rural,F3,Rural with mining or quarrying
E33007539,F,Rural,F2,Accessible countryside
E33007540,F,Rural,F4,Traditional countryside
E33007541,D,Suburban services,D2,Primarily residential suburbs
E33007542,F,Rural,F4,Traditional countryside
E33007543,F,Rural,F4,Traditional countryside
E33007544,D,Suburban services,D2,Primarily residential suburbs
E33007545,D,Suburban services,D2,Primarily residential suburbs
E33007546,D,Suburban services,D2,Primarily residential suburbs
E33007547,D,Suburban services,D2,Primarily residential suburbs
E33007548,D,Suburban services,D2,Primarily residential suburbs
E33007549,G,Servants of society,G3,Large scale education
E33007550,C,Metro suburbs,C5,Professional home-workers in outer suburbs
E33007551,D,Suburban services,D2,Primarily residential suburbs
E33007552,D,Suburban services,D1,Non-metropolitan suburban areas
E33007553,A,Retail,A2,Market squares
E33007554,D,Suburban services,D2,Primarily residential suburbs
E33007555,C,Metro suburbs,C5,Professional home-workers in outer suburbs
E33007556,F,Rural,F3,Rural with mining or quarrying
E33007557,C,Metro suburbs,C5,Professional home-workers in outer suburbs
E33007558,E,Manufacturing and distribution,E3,Business parks
E33007559,F,Rural,F3,Rural with mining or quarrying
E33007560,G,Servants of society,G3,Large scale education
E33007561,G,Servants of society,G3,Large scale education
E33007562,B,City and business parks,B2,Administrative centres 
E33007563,G,Servants of society,G1,Public administration and security
E33007564,F,Rural,F2,Accessible countryside
E33007565,F,Rural,F2,Accessible countryside
E33007566,F,Rural,F2,Accessible countryside
E33007567,D,Suburban services,D2,Primarily residential suburbs
E33007568,F,Rural,F2,Accessible countryside
E33007569,F,Rural,F4,Traditional countryside
E33007570,F,Rural,F2,Accessible countryside
E33007571,F,Rural,F2,Accessible countryside
E33007572,F,Rural,F2,Accessible countryside
E33007573,F,Rural,F2,Accessible countryside
E33007574,F,Rural,F2,Accessible countryside
E33007575,F,Rural,F2,Accessible countryside
E33007576,F,Rural,F2,Accessible countryside
E33007577,F,Rural,F4,Traditional countryside
E33007578,D,Suburban services,D2,Primarily residential suburbs
E33007579,F,Rural,F4,Traditional countryside
E33007580,F,Rural,F3,Rural with mining or quarrying
E33007581,F,Rural,F4,Traditional countryside
E33007582,F,Rural,F3,Rural with mining or quarrying
E33007583,F,Rural,F4,Traditional countryside
E33007584,F,Rural,F4,Traditional countryside
E33007585,D,Suburban services,D2,Primarily residential suburbs
E33007586,D,Suburban services,D2,Primarily residential suburbs
E33007587,D,Suburban services,D2,Primarily residential suburbs
E33007588,D,Suburban services,D2,Primarily residential suburbs
E33007589,F,Rural,F2,Accessible countryside
E33007590,F,Rural,F2,Accessible countryside
E33007591,F,Rural,F2,Accessible countryside
E33007592,F,Rural,F2,Accessible countryside
E33007593,D,Suburban services,D2,Primarily residential suburbs
